Title,Release Date,Budget,Revenue,Genres,Cast,Rating,Vote Count,Runtime,Overview
Perfect Addiction,2023-02-16,0,0,"Drama, Romance","Kiana Madeira, Ross Butler, Matthew Noszka, Bree Winslow, Nicholas Duvernay",6.7,269,97,A female boxing trainer discovers that her champion cage-fighter boyfriend has been cheating on her with her sister and decides to seek revenge by training up his arch-rival to challenge him.
Instant Family,2018-11-13,48000000,121000000,"Comedy, Drama","Mark Wahlberg, Rose Byrne, Allyn Rachel, Isabela Merced, Julie Hagerty",7.523,2893,118,"When Pete and Ellie decide to start a family, they stumble into the world of foster care adoption. They hope to take in one small child but when they meet three siblings, including a rebellious 15 year old girl, they find themselves speeding from zero to three kids overnight."
Blackhat,2015-01-13,70000000,17752940,"Crime, Thriller, Action","Chris Hemsworth, Tang Wei, Leehom Wang, Viola Davis, Holt McCallany",5.5,1980,133,"Nicholas Hathaway, a furloughed convict, and his American and Chinese partners hunt a high-level cybercrime network from Chicago to Los Angeles to Hong Kong to Jakarta. As Hathaway closes in, the stakes become personal as he discovers that the attack on a Chinese nuclear power plant was just the beginning."
The Addams Family 2,2021-10-01,0,119815153,"Family, Animation, Comedy, Fantasy, Adventure","Oscar Isaac, Charlize Theron, Chloë Grace Moretz, Javon Walton, Nick Kroll",7.0,1261,93,The Addams get tangled up in more wacky adventures and find themselves involved in hilarious run-ins with all sorts of unsuspecting characters.
Event Horizon,1997-08-15,60000000,26700000,"Horror, Science Fiction, Mystery","Laurence Fishburne, Sam Neill, Kathleen Quinlan, Joely Richardson, Richard T. Jones",6.534,2744,95,"In 2047, a group of astronauts are sent to investigate and salvage the starship Event Horizon which disappeared mysteriously seven years before on its maiden voyage. However, it soon becomes evident that something sinister resides in its corridors."
The Great Gatsby,2013-05-09,105000000,351040419,"Drama, Romance","Leonardo DiCaprio, Tobey Maguire, Carey Mulligan, Joel Edgerton, Elizabeth Debicki",7.367,12053,143,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await."
Drive Angry,2011-02-24,50000000,40909909,"Fantasy, Thriller, Action, Crime","Nicolas Cage, Amber Heard, William Fichtner, Billy Burke, David Morse",5.518,1817,105,"Milton is a hardened felon who has broken out of Hell, intent on finding the vicious cult who brutally murdered his daughter and kidnapped her baby. He joins forces with a sexy, tough-as-nails waitress, who's also seeking redemption of her own. Caught in a deadly race against time, Milton has three days to avoid capture, avenge his daughter's death, and save her baby before she's mercilessly sacrificed by the cult."
Extraction,2020-04-23,65000000,0,"Action, Thriller","Chris Hemsworth, Rudhraksh Jaiswal, Randeep Hooda, Golshifteh Farahani, Pankaj Tripathi",7.328,5941,116,A hardened gun-for-hire's latest mission becomes a soul-searching race to survive when he's sent into Bangladesh to rescue a drug lord's kidnapped son.
Memory,2022-04-28,30000000,13900000,"Action, Thriller, Crime","Liam Neeson, Guy Pearce, Taj Atwal, Harold Torres, Monica Bellucci",6.813,1458,114,"Alex, an assassin-for-hire, finds that he's become a target after he refuses to complete a job for a dangerous criminal organization. With the crime syndicate and FBI in hot pursuit, Alex has the skills to stay ahead, except for one thing: he is struggling with severe memory loss, affecting his every move. Alex must question his every action and whom he can ultimately trust."
Sex and the City 2,2010-05-26,100000000,290700000,"Comedy, Drama, Romance","Sarah Jessica Parker, Kim Cattrall, Kristin Davis, Cynthia Nixon, Chris Noth",6.093,1598,147,"Carrie, Charlotte, and Miranda are all married now, but they're still up for a little fun in the sun. When Samantha gets the chance to visit one of the most extravagant vacation destinations on the planet and offers to bring them all along, they surmise that a women-only retreat may be the perfect excuse to eschew their responsibilities and remember what life was like before they decided to settle down."
Granit,2021-12-29,0,0,"Action, War","Aleksandr Baranovskiy, Oleg Chernov, Mark Gavrilov, Evgeny Dobryakov, Elvira Sinelnik",7.158,38,100,"Mozambique requests from Russia is being helped in the fight against militants of the ""Islamic State"" and a special group led by a commander with the call sign Granit is coming to the country."
Animal,2023-12-01,13000000,108300000,"Action, Crime, Drama","Ranbir Kapoor, Rashmika Mandanna, Anil Kapoor, Bobby Deol, Triptii Dimri",6.526,98,201,The hardened son of a powerful industrialist returns home after years abroad and vows to take bloody revenge on those threatening his father's life.
King Kong,2005-12-12,207000000,562363449,"Adventure, Drama, Action","Naomi Watts, Jack Black, Adrien Brody, Andy Serkis, Colin Hanks",6.89,7741,187,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady."
Fallen,2006-07-23,0,0,"TV Movie, Drama, Fantasy","Paul Wesley, Rick Worthy, Lisa Lackey, Fernanda Andrade, Chelah Horsdal",6.893,126,84,"For high schooler Aaron Corbett, turning 18 means becoming not just a man but a nephilim, too -- half human, half angel, with supernatural abilities."
Babel,2006-10-26,25000000,135300000,Drama,"Brad Pitt, Cate Blanchett, Gael García Bernal, Koji Yakusho, Adriana Barraza",7.181,3667,143,"In Babel, a tragic incident involving an American couple in Morocco sparks a chain of events for four families in different countries throughout the world."
Rush,2013-09-02,38000000,90200000,"Drama, Action","Chris Hemsworth, Daniel Brühl, Olivia Wilde, Alexandra Maria Lara, Pierfrancesco Favino",7.722,6996,123,"In the 1970s, a rivalry propels race car drivers Niki Lauda and James Hunt to fame and glory — until a horrible accident threatens to end it all."
The Swimming Pool,1969-01-31,0,0,"Drama, Crime, Romance","Romy Schneider, Alain Delon, Maurice Ronet, Jane Birkin, Paul Crauchet",7.017,473,123,"Set in a magnificent villa near a sun-drenched St. Tropez, lovers Jean-Paul and Marianne are spending a happy, lazy summer holiday. Their only concern is to gratify their mutual passion - until the day when Marianne invites her former lover and his beautiful teenage daughter to spend a few days with them. From the first moment, a certain uneasiness and tension begin to develop between the four, which soon escalates in a dangerous love-game."
The Best of Me,2014-10-15,26000000,35926213,"Drama, Romance","Michelle Monaghan, James Marsden, Luke Bracey, Liana Liberato, Gerald McRaney",7.47,2540,117,A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.
Monsters 103 Mercies Dragon Damnation,2024-01-21,0,0,"Animation, Action, Fantasy, Adventure","Yoshimasa Hosoya, Kana Hanazawa, Hiroki Touchi, Mitsuaki Madono, Katsuhito Nomura",7.01,105,26,A samurai's path leads him to a young waitress whose hometown was destroyed by a dragon. He doesn't want any trouble — but it finds them anyway.
The Warrior Princess,2021-12-03,0,0,"History, Action, Drama","Tserendolgor Munkhbat, Altantur Altanjargal, Setgeltuvshin Bayarbat, Tumurtogtokh Davaakhuu, Badrakh Battogtokh",7.452,93,108,"Princess Khotulun is the daughter of Haidu Khan of the Ugudei dynasty. The film tells the story of Princess Khotulun, the son of Kublai Khan, known in Western and Eastern history as a wrestling princess, and her struggle to reclaim her Golden Sutra."
Scars,2005-09-16,0,0,Drama,"Nora Salinas, Rodrigo Abed, Bryan Rangel, Joana Brito, Marta Aura",7.438,113,105,"The story of a dysfunctional couple, whose problems will inevitably deteriorate their marriage and their son's life."
The Angry Birds Movie,2016-05-11,73000000,349779543,"Animation, Adventure, Comedy, Family","Jason Sudeikis, Josh Gad, Danny McBride, Maya Rudolph, Bill Hader",6.227,3594,97,"An island populated entirely by happy, flightless birds or almost entirely. In this paradise, Red, a bird with a temper problem, speedy Chuck, and the volatile Bomb have always been outsiders. But when the island is visited by mysterious green piggies, it’s up to these unlikely outcasts to figure out what the pigs are up to."
"Miraculous World, London: At the Edge of Time",2024-08-31,0,0,"Animation, Adventure, Action","Annouck Hautbois, Benjamin Bollen, Marie Nonnenmacher, Thierry Kazazian, Adeline Chetail",0.0,0,44,"Marinette, now Chronobug, and Bunnyx must save the future by resolving the mystery of who dicovered Marinette's identity as Ladybug, when, and how they stole her Miraculous. Throughout the adventure, they learn that the Butterfly Miraculous has a new holder, the one who unraveled the ultimate secret. Ladybug's only hope is to defeat her opponent to prevent the end of Ladybug"
Tom Clancy's Without Remorse,2021-04-29,0,0,"Adventure, Action, Thriller, War","Michael B. Jordan, Jamie Bell, Guy Pearce, Jodie Turner-Smith, Lauren London",6.982,2391,109,An elite Navy SEAL uncovers an international conspiracy while seeking justice for the murder of his pregnant wife.
Love in Taipei,2023-08-10,0,0,"Romance, Comedy, Drama","Ashley Liao, Ross Butler, Nico Hiraga, Chelsea Zhang, Cindy Cheung",7.167,39,92,A young American woman is sent by her parents to a cultural immersion program in Taipei where she begins a new journey of self-discovery and romance.
Night at the Museum: Battle of the Smithsonian,2009-05-20,150000000,413106170,"Adventure, Fantasy, Action, Comedy, Family","Ben Stiller, Amy Adams, Owen Wilson, Hank Azaria, Robin Williams",6.141,6732,105,"Hapless museum night watchman Larry Daley must help his living, breathing exhibit friends out of a pickle now that they've been transferred to the archives at the Smithsonian Institution. Larry's (mis)adventures this time include close encounters with Amelia Earhart, Abe Lincoln and Ivan the Terrible."
Underworld: Evolution,2006-01-12,50000000,111476513,"Fantasy, Action, Thriller","Kate Beckinsale, Scott Speedman, Tony Curran, Shane Brolly, Derek Jacobi",6.587,3931,106,"As the war between the vampires and the Lycans rages on, Selene, a former member of the Death Dealers (an elite vampire special forces unit that hunts werewolves), and Michael, the werewolf hybrid, work together in an effort to unlock the secrets of their respective bloodlines."
Cold Meat,2024-02-23,0,0,"Thriller, Horror","Allen Leech, Nina Bergman, Yan Tual, James Barton-Steel, Riley Banzer",6.78,82,89,"David Petersen is passing through the Colorado Rockies. After saving a young diner waitress from her violent ex-husband during a break from driving, he hits the road again alone through a dangerous snow blizzard. One false move behind the wheel has him waking up inside a ravine, in the eye of the storm. But the cold is the least of his worries when a beast starts prowling outside. How will he survive?"
Star Trek: The Motion Picture,1979-12-07,45000000,139346243,"Science Fiction, Adventure, Mystery","William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan, George Takei",6.477,1690,131,"When an unidentified alien destroys three powerful Klingon cruisers, Captain James T. Kirk returns to the newly transformed U.S.S. Enterprise to take command."
I Spit on Your Grave III: Vengeance Is Mine,2015-10-01,0,144420,"Horror, Thriller","Sarah Butler, Jennifer Landon, Jeff Branson, Harley Jane Kozak, Karen Strassman",5.749,917,91,"Jennifer Hills is still tormented by the brutal sexual assault she endured years ago. She’s changed identities and cities, reluctantly joining a support group where she begins to piece together a new life. But when her new friend’s murderer goes free and the tales of serial rapists haunt her, Jennifer will hunt down the men responsible and do what the system won’t – make them pay for their crimes in the most horrific ways imaginable. Only this time, no jury may be able to save her."
